id,title,genre,description,release_year,user_rating,mental_health_tags,sentiment_score
516729,Paddington in Peru,"[10751, 12, 35]","Paddington travels to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown Family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey through the Amazon rainforest and up to the mountain peaks of Peru.",2024,6.8,trauma healing|resilience,0.52
839033,The Lord of the Rings: The War of the Rohirrim,"[16, 14, 12, 28]","A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",2024,6.7,resilience|trauma healing,0.95
1255788,The Gardener,"[28, 35]","Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families.",2025,6.3,trauma healing|resilience,0.35
1352774,Piglet,[27],"On Kate's 21st birthday camping trip, her friends encounter Piglet, a monstrous human-pig hybrid who brutally murders one of them. They uncover Piglet's origins and Kate must confront her past to survive the relentless killer.",2025,5.7,resilience|trauma healing,0.44
1249289,Alarum,"[28, 80, 53]","Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",2025,5.736,resilience|trauma healing,0.51
974576,Conclave,"[18, 53, 9648]","After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.",2024,7.2,trauma healing|resilience,0.43
710295,Wolf Man,"[27, 53]","With his marriage fraying, Blake persuades his wife Charlotte to take a break from the city and visit his remote childhood home in rural Oregon. As they arrive at the farmhouse in the dead of night, they're attacked by an unseen animal and barricade themselves inside the home as the creature prowls the perimeter. But as the night stretches on, Blake begins to behave strangely, transforming into something unrecognizable.",2025,6.467,trauma healing|resilience,0.45
1294203,My Fault: London,"[10749, 18]","18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",2025,7.5,resilience|trauma healing,0.75
1422179,The Wrong Track,"[35, 18]","When chaotic single mother Emilie hits a new low, she looks to her brother for help. He has a brilliant plan: to enter a cross-country ski marathon.",2025,6.357,resilience|trauma healing,0.55
573435,Bad Boys: Ride or Die,"[28, 35, 80, 53, 12]","After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",2024,7.4,trauma healing|resilience,0.75
1043905,Dirty Angels,"[28, 18, 53, 10752]","During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",2024,6.2,resilience|trauma healing,0.39
1356039,Counterattack,"[28, 12, 53]","When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",2025,8.675,trauma healing|resilience,0.83
921436,Escape,"[28, 18]","After completing his required decade of military service and being honored as a hero, a North Korean sergeant makes a sudden shocking attempt to defect to the South, risking life and limb for the chance to finally determine his own destiny.",2024,7.2,resilience|trauma healing,0.45
1006724,Dead Talents Society,"[27, 35, 53]",Follows ghosts who want to become the spookiest of urban legends and most successful and famous stars in the underworld through their scare tactics and performances amongst the living.,2024,6.9,resilience|trauma healing,0.59
717196,Niko: Beyond the Northern Lights,"[16, 10751, 14]","Niko the reindeer joins his father in Santa's Flying Forces, but when Santa's sleigh is stolen by an acquaintance, Niko must find it in time for Christmas.",2024,7.6,resilience|trauma healing,0.62
1097549,Babygirl,[18],A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,2024,5.8,trauma healing|resilience,0.53
1138749,The Island,"[28, 80, 53]","When his brother is killed, LAPD officer Mark leaves the city to return to the island he grew up on. Seeking answers and ultimately vengeance, he soon finds himself in a bloody battle with the corrupt tycoon who's taken over the island paradise.",2023,6.1,trauma healing|resilience,0.86
993710,Back in Action,"[28, 35]","Fifteen years after vanishing from the CIA to start a family, elite spies Matt and Emily jump back into the world of espionage when their cover is blown.",2025,6.476,trauma healing|resilience,0.83
157336,Interstellar,"[12, 18, 878]",The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014,8.452,trauma healing|resilience,0.9
385687,Fast X,"[28, 80, 53, 12, 9648]","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",2023,7.1,trauma healing|resilience,0.82
533535,Deadpool & Wolverine,"[28, 35, 878]","A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",2024,7.618,resilience|trauma healing,0.52
1422179,The Wrong Track,"[35, 18]","When chaotic single mother Emilie hits a new low, she looks to her brother for help. He has a brilliant plan: to enter a cross-country ski marathon.",2025,6.357,trauma healing|resilience,0.8
573435,Bad Boys: Ride or Die,"[28, 35, 80, 53, 12]","After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",2024,7.4,trauma healing|resilience,0.48
1147416,"Miraculous World, London: At the Edge of Time","[16, 12, 28, 14]","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",2024,7.277,trauma healing|resilience,0.47
808,Shrek,"[16, 35, 14, 12, 10751]","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",2001,7.747,resilience|trauma healing,0.4
1043905,Dirty Angels,"[28, 18, 53, 10752]","During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",2024,6.2,trauma healing|resilience,0.74
1118031,Apocalypse Z: The Beginning of the End,"[18, 28, 27]","When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",2024,6.717,resilience|trauma healing,0.41
1124620,The Monkey,"[27, 35]","When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",2025,6.0,resilience|trauma healing,0.79
299536,Avengers: Infinity War,"[12, 28, 878]","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018,8.2,trauma healing|resilience,0.86
921436,Escape,"[28, 18]","After completing his required decade of military service and being honored as a hero, a North Korean sergeant makes a sudden shocking attempt to defect to the South, risking life and limb for the chance to finally determine his own destiny.",2024,7.2,trauma healing|resilience,0.53
1006724,Dead Talents Society,"[27, 35, 53]",Follows ghosts who want to become the spookiest of urban legends and most successful and famous stars in the underworld through their scare tactics and performances amongst the living.,2024,6.9,resilience|trauma healing,0.73
995926,"I, the Executioner","[28, 80]","The veteran detective Seo Do-cheol and his team at Major Crimes, relentless in their pursuit of criminals, join forces with rookie cop Park Sun-woo to track down a serial killer who has plunged the nation into turmoil.",2024,7.1,trauma healing|resilience,0.72
717196,Niko: Beyond the Northern Lights,"[16, 10751, 14]","Niko the reindeer joins his father in Santa's Flying Forces, but when Santa's sleigh is stolen by an acquaintance, Niko must find it in time for Christmas.",2024,7.6,trauma healing|resilience,0.73
259872,Skin. Like. Sun.,[10749],"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",2009,5.6,resilience|trauma healing,0.58
1097549,Babygirl,[18],A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,2024,5.8,trauma healing|resilience,0.83
945961,Alien: Romulus,"[27, 878]","While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",2024,7.2,trauma healing|resilience,0.86
970450,Werewolves,"[28, 27, 53]","A year after a supermoon’s light activated a dormant gene, transforming humans into bloodthirsty werewolves and causing nearly a billion deaths, the nightmare resurfaces as the supermoon rises again. Two scientists attempt to stop the mutation but fail and must now struggle to reach one of their family homes.",2024,6.2,trauma healing|resilience,0.44
157336,Interstellar,"[12, 18, 878]",The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014,8.5,trauma healing|resilience,0.48
385687,Fast X,"[28, 80, 53, 12, 9648]","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",2023,7.1,resilience|trauma healing,0.74
12236,Speed Zone,"[35, 28]","An illegal race that takes place over the United States and nothing will stop this bunch of racers except for the occasional cop or a damsel in distress. Jackie Chan's car is not in this one, but many new cars make up for that. Who will win? Who will crash? Who will not even finish? Sit down and buckle up for the ride of your life.",1989,4.5,trauma healing|resilience,0.39
1252309,Ask Me What You Want,"[10749, 18]","After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",2024,6.165,resilience|trauma healing,0.95
777443,The Electric State,"[18, 12, 878, 28]","An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",2025,7.0,trauma healing|resilience,0.95
135348,Tabu,[18],"Solidarity with the border people. Equal rights for the sexual  deviants. Kristoffer Lohman is a young solicitor who collects stories and knowledge of different perversions. This has affected and changed his own sexual life. Sara, a young well-behaved and adorned woman, becomes interested in Kristoffer's activity.",1977,5.0,resilience|trauma healing,0.46
1114894,Star Trek: Section 31,"[878, 12, 28]",Emperor Philippa Georgiou joins a secret division of Starfleet tasked with protecting the United Federation of Planets and faces the sins of her past.,2025,4.8,resilience|trauma healing,0.81
1100782,Smile 2,"[27, 9648]","About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",2024,6.6,trauma healing|resilience,0.78
799766,Better Man,"[10402, 18]","Follow Robbie Williams' journey from childhood, to being the youngest member of chart-topping boyband Take That, through to his unparalleled achievements as a record-breaking solo artist – all the while confronting the challenges that stratospheric fame and success can bring.",2024,7.7,resilience|trauma healing,0.78
693134,Dune: Part Two,"[878, 12]","Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",2024,8.1,resilience|trauma healing,0.94
1203329,The Witcher: Sirens of the Deep,"[16, 14, 28]","Geralt of Rivia, a mutated monster hunter, is hired to investigate a series of attacks in a seaside village and finds himself drawn into a centuries-old conflict between humans and merpeople. He must count on friends — old and new — to solve the mystery before the hostilities between the two kingdoms escalate into an all-out war.",2025,6.9,resilience|trauma healing,0.87
10192,Shrek Forever After,"[35, 12, 14, 16, 10751]","A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",2010,6.38,resilience|trauma healing,0.55
1000837,I'm Still Here,"[18, 36]","In 1971, military dictatorship in Brazil reaches its height. The Paiva family — Rubens, Eunice, and their five children — live in a beachside house in Rio, open to all their friends. One day, Rubens is taken for questioning and does not return.",2024,7.982,trauma healing|resilience,0.8
974950,Emilia Pérez,"[18, 53]","Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",2024,6.8,trauma healing|resilience,0.89
1034541,Terrifier 3,"[27, 53]","Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",2024,6.9,resilience|trauma healing,0.74
1029235,Azrael,"[28, 27, 53]","In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",2024,6.0,trauma healing|resilience,0.45
1241752,Rita,[18],"Rita, who finds herself alone when husband Ariel works abroad. They both find solace and sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",2024,6.7,resilience|trauma healing,0.53
698687,Transformers One,"[16, 878, 12, 10751]","The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",2024,8.1,resilience|trauma healing,0.79
324568,Delinquent in Drag,"[16, 35, 28]","Does being the only guy in an all girl school sound like paradise? It might be, if the girls knew you were a guy, but to stay in school teenage pervert Banji can't let can't let anyone find out his chromosomes don't match. Banji's status conscious parents want him to go to a good school, but not enough to spend the money on a good co-ed school. Now, in addition to studying math and science, Banji has to learn how to put on a bra and makeup. His life has become a living hell. Not only is he at the bottom of the social pecking order, he must also got to conceal his inner-masculinity from the pretty classmate girl who's stolen his heart while avoiding the female bullies who threaten to expose his less-than-feminine charms in the locker room.",1992,5.4,resilience|trauma healing,0.78
1099413,The Rogue's Trial,"[35, 18]","After 20 years missing, João Grilo returns to Taperoá to join his old friend Chicó and, after his story of resurrection spreads, he is disputed as an electoral candidate by the two most powerful politicians in the city.",2024,7.1,resilience|trauma healing,0.48
936621,Sex Game 6969,"[35, 18, 10749]","Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them.",2022,6.028,trauma healing|resilience,0.53
597,Titanic,"[18, 10749]","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997,7.906,trauma healing|resilience,0.34
1138194,Heretic,"[27, 53]","Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",2024,7.142,trauma healing|resilience,0.44
1081012,Aftermath,"[28, 53]","A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage.",2024,6.4,trauma healing|resilience,0.79
278,The Shawshank Redemption,"[18, 80]","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",1994,8.708,trauma healing|resilience,0.75
1005331,Carry-On,"[53, 28]",An airport security officer races to outsmart a mysterious traveler forcing him to let a dangerous item slip onto a Christmas Eve flight.,2024,6.9,trauma healing|resilience,0.73
120,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001,8.4,resilience|trauma healing,0.49
829557,365 Days: This Day,"[10749, 18]","Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",2022,5.9,trauma healing|resilience,0.35
671,Harry Potter and the Philosopher's Stone,"[12, 14]","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",2001,7.9,trauma healing|resilience,0.52
1104390,Anatema,[27],"Juana is a nun with a strong character marked by a paranormal experience. A mysterious order from the Archbishopric will take her to an old church in old Madrid, built on a network of passageways of unknown origin. There, Juana will discover that in the bowels of the building there is something prior to the legends that are explained about that place. And the Evil that lives there has begun to infect the exterior.",2024,6.0,trauma healing|resilience,0.73
